d_case_no,d_name,d_last_kno_addr,c_case_type,c_violation,c_violation_date,c_location,c_plea,c_plea_ent_by,c_status,c_so_no,c_deposit_amt,c_in_collection,c_installment_plan,j_finding,j_penalty,j_balance_due,j_date,j_due_on_date,j_branch
13032514,DDD HOLDINGS LLC,"3759 E SQUIRE AVE, CUDAHY, WI 53110",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-24 00:00:00.000000,6616 N 56 ST,No Contest,Court,Closed,975767,0,No,No,Guilty,1280,0,2013-05-29,2013-07-29,A
13032515,CHATEAU COURT OWNERS ASSOCIATION INC,"5645 N GREEN BAY AVE, GLENDALE, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-27 00:00:00.000000,6121 W CALUMET RD,No Contest,Defendant,Closed,963643,0,No,No,Guilty,280,0,2013-07-02,2013-09-03,2
13033086,3714PROPERTY LLC,"6729 W LISBON AVE, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-28 00:00:00.000000,2878 N 22 ST,No Contest,Court,Active,976457,0,No,No,Guilty,380,380,2013-05-09,2013-07-08,1
13033093,BLA INVESTMENTS LLC,"1300A W FOND DU LAC AVE, MILWAUKEE, WI 53205",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-27 00:00:00.000000,2644 N 28 ST,No Contest,bernadette graves,Closed,969880,0,No,No,Guilty,580,0,2013-08-01,2013-12-04,3
13033100,TSE INVESTMENTS LLC,"2712 W ROOSEVELT DRV, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-21 00:00:00.000000,2871 N 28 ST,No Contest,lonnie slocum,Closed,968280,0,No,No,Guilty,3750,0,2013-07-16,2013-09-16,3
13033107,CHANGE NETWORK CORPORATION,"2768 N 30 ST, Milwaukee, WI 53210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-27 00:00:00.000000,2500 N 51 ST,No Contest,Court,Closed,969795,0,No,No,Guilty,680,0,2013-05-15,2013-07-15,A
13033117,BARETOS RENTAL LLC,"6610 CHARLES ST, RACINE, WI 53402",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-26 00:00:00.000000,1039 S LAYTON BLV,No Contest,dagoberto ramirez,Active,983160,0,No,No,Guilty,430,430,2013-07-25,2013-10-24,3
13033121,HIDE HOUSE 2007 LLC,"6938 N SANTA MONICA BLV, FOX POINT, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-25 00:00:00.000000,2627 S GREELEY ST,No Contest,Court,Closed,963277,0,No,No,Guilty,780,0,2013-05-29,2013-07-29,A
13033124,HARAMBEE HOUSING PROJECT INC,"2813 W BOBOLINK AVE, MILWAUKEE, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-07 00:00:00.000000,1317 E HAMILTON ST,No Contest,Court,Active,965167,0,Yes,No,Guilty,1185,1185,2013-05-16,2013-07-15,3
13033392,735 ODS PROPERTIES LLC,"633 E NORTH ST, WAUKESHA, WI 53188",Municipal citation,"Ordinance 200-42-2-c, Illegal Occupancy -- No Cert / Unfit",2013-01-29 12:06:00.000000,733 S 31 ST,No Contest,Court,Active,NS09989081,303,Yes,No,Guilty,303,303,2013-05-09,2013-07-08,1
13033402,PREMIER HOLDINGS ONE LLC,"2491 S 10th ST, MILWAUKEE, WI 53215",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2013-03-05 11:10:00.000000,2024 N 38 ST,No Contest,Court,Closed,NS010058731,429,No,No,Guilty,429,0,2013-05-09,2013-07-08,1
13033403,NATIONWIDE ADVANTAGE MORTGAGE COMPANY,"8040 Apt. 400 EXCELSIOR DRV, MADISON, WI 53717",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2013-01-11 09:20:00.000000,7925 W HOLT AVE,No Contest,Court,Closed,NS09953871,429,No,No,Guilty,429,0,2013-05-09,2013-07-08,1
13033404,NATIONWIDE ADVANTAGE MORTGAGE COMPANY,"8040 Apt. 400 EXCELSIOR DRV, MADISON, WI 53717",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2013-01-10 11:10:00.000000,7925 W HOLT AVE,No Contest,Court,Closed,NS09953781,429,No,No,Guilty,429,0,2013-05-09,2013-07-08,1
13034221,PREMIER HOLDINGS ONE LLC,"2491 S 10th ST, MILWAUKEE, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-30 00:00:00.000000,3552 N 11 ST,No Contest,Defendant,Closed,970481,0,No,No,Guilty,1600,0,2013-05-29,2013-08-27,A
13034229,JHH ENTERPRISES LLC,"2511 E STRATFORD CRT, SHOREWOOD, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-09 00:00:00.000000,2862 N 14 ST,No Contest,Court,Closed,985276,0,No,No,Guilty,680,0,2013-05-23,2013-07-22,1
13034231,NORTH AVENUE DEVELOPMENT LLC,"2039 W WELLS ST, MILWAUKEE, WI 53233",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-15 00:00:00.000000,1003 W NORTH AVE,No Contest,Court,Closed,966954,0,No,No,Guilty,580,0,2013-05-23,2013-07-22,1
13034232,600 S 5TH ST LLC,"1033 Apt. 502 N OLD WORLD THIRD ST, Milwaukee, WI 53203",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-30 00:00:00.000000,600 S 5 ST,No Contest,Court,Active,983829,0,No,No,Guilty,380,380,2013-05-15,2013-07-15,A
13034236,MKE HOLDINGS LLC,"1421 SHENADOAH, WAUNAKEE, WI 53597",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-25 00:00:00.000000,2632 N 23 ST,No Contest,Defendant,Closed,944703,0,No,No,Guilty,830,0,2013-07-30,2013-10-28,2
13034238,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-25 00:00:00.000000,2335 W BURLEIGH ST,No Contest,larry lefebvre,Closed,944580,0,No,No,Guilty,630,0,2013-08-01,2013-10-30,3
13034239,ROBERT L & DONNA M TRUELOVE REVOCA TRUST,"W284 N 3234 LAKESIDE RD, PEWAUKEE, WI 53072",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-12-07 00:00:00.000000,2041 S MUSKEGO AVE,No Contest,Defense Attorney,Closed,990625,0,No,No,Guilty,1030,0,2013-08-20,2013-10-21,1
13034242,SKS HOLDINGS LLC,"322 E MAPLE LN, MEQUON, WI 53092",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-02 00:00:00.000000,2927 N NEWHALL ST,No Contest,stephen sewart,Closed,964155,0,No,No,Guilty,330,0,2013-08-15,2013-10-14,3
13034245,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-25 00:00:00.000000,3176 N 34 ST,No Contest,Larry Lefebvre,Closed,944770,0,No,No,Guilty,730,0,2013-08-20,2013-11-18,1
13034246,BP MOTEL 94 LLC,"3526 CANADA GOOSE XING, RACINE, WI 53403",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-13 00:00:00.000000,2517 S 10 ST,No Contest,Ketan Patel,Active,972702,0,No,No,Guilty,1330,530,2013-08-20,2014-01-13,1
13034247,DL ENTERPRISES LLC,"13360 TREMONT ST, BROOKFIELD, WI 53005",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-03 00:00:00.000000,8209 W BENDER AVE,No Contest,brad wexler,Closed,977620,0,No,No,Guilty,330,0,2013-08-01,2013-09-30,3
13034929,GREEKYCINVESTMENTS LLC,"1623 N 35th ST, Milwaukee, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-15 00:00:00.000000,2337 N 10 ST,No Contest,Court,Active,986452,0,No,No,Guilty,380,380,2013-05-23,2013-07-22,1
13034933,CONLEY INVESTMENT LLC,"3434 N 11 ST, MILWAUKEE, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-30 00:00:00.000000,3612 W CLARKE ST,No Contest,Court,Active,963378,0,No,No,Guilty,1080,1080,2013-06-13,2013-08-12,2
13034946,PHOENIX GOLD PROPERTIES LLC,"2809 Apt. H FISH HATCHERY RD, MADISON, WI 53713",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-20 00:00:00.000000,1217 S 18 ST,No Contest,Court,Closed,956429,0,No,No,Guilty,1030,0,2013-05-09,2013-07-08,1
13034949,PREMIER HOLDINGS ONE LLC,"2491 S 10th ST, MILWAUKEE, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-12 00:00:00.000000,4375 S BURRELL ST,No Contest,Court,Closed,985862,0,No,No,Guilty,830,0,2013-05-09,2013-07-08,1
13034950,CITY WIDE INVESTMENTS LLC,"25933 MUSKEGO DAM DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-16 00:00:00.000000,8940 N MICHELE ST,No Contest,Court,Active,980270,0,No,No,Guilty,2930,2930,2013-05-15,2018-04-05,3
13034952,DIVINE MOMENTUM REAL ESTATE LLC,"901 S WHITNEY WAY, MADISON, WI 53711",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-03 00:00:00.000000,2142 N 36 ST,No Contest,Johnny Ridley,Closed,946252,0,No,No,Guilty,1180,0,2013-08-20,2013-10-21,1
13034964,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-27 00:00:00.000000,2922 W WALNUT ST,No Contest,Larry Lefebvre,Closed,945025,0,No,No,Guilty,830,0,2013-08-20,2013-11-18,1
13034965,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-27 00:00:00.000000,2922 W GALENA ST,No Contest,Larry Lefebvre,Closed,944981,0,No,No,Guilty,1480,0,2013-08-20,2013-11-18,1
13034966,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-27 00:00:00.000000,3117 N 29 ST,No Contest,Larry Lefebvre,Closed,945098,0,No,No,Guilty,1630,0,2013-08-20,2013-11-18,1
13034981,ACRD 2845 N 27 ST LLC,"4107 83 ST, KENOSHA, WI 53142",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-06-12 00:00:00.000000,2845 N 27 ST,No Contest,JASON HILLMAN,Active,954260,0,No,No,Guilty,1580,1580,2013-08-15,2013-10-14,3
13034982,JOHNNIE MAE LLC,"3278 N HOLTON ST, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-11 00:00:00.000000,1818 N 30 ST,No Contest,Court,Active,979014,0,No,No,Guilty,580,580,2013-06-20,2013-08-19,3
13034986,HOLY REDEEMER EVANGELISTICAL MINISTRIES,"1400 W SPRUCE CRT, RIVER HILLS, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-11 00:00:00.000000,1808 W CHAMBERS ST,No Contest,Court,Closed,979207,0,No,No,Guilty,1800,0,2013-05-23,2013-07-22,1
13034993,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-25 00:00:00.000000,913 W HADLEY ST,No Contest,Defendant,Closed,944670,0,No,No,Guilty,480,0,2013-07-30,2013-10-28,2
13036133,HONEYBEE ENTERPRISES LLC,"10627 W MILL RD, MILWAUKEE, WI 53225",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-06 00:00:00.000000,3251 N 28 ST,No Contest,james huneysucker,Active,971153,0,Yes,No,Guilty,1380,1280,2013-08-22,2015-08-17,3
13036158,PREMIER SOLUTION INVESTORS LLC,"2491 S 10th ST, MILWAUKEE, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-01-19 00:00:00.000000,3700 N 23 ST,No Contest,Debra Hoffman,Active,926552,0,No,No,Guilty,2380,2380,2013-09-05,2013-12-04,2
13036161,JE ANDREA NEMBHARD TRUST,"9551 N LAKE DRV, BAYSIDE, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-02 00:00:00.000000,2867 N 24 PL,No Contest,Defendant,Active,958114,0,No,No,Guilty,5500,5500,2013-08-20,2013-10-21,1
13036162,JE ANDREA NEMBHARD TRUST,"9551 N LAKE DRV, BAYSIDE, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-10 00:00:00.000000,2867 N 24 PL,No Contest,Defendant,Active,978701,0,No,No,Guilty,10000,10000,2013-08-20,2013-10-21,1
13036710,BISHOPS CREEK COMMUNITY DEVELOPMENT CORP,"3500 W MOTHER DANIELS WAY, MILWAUKEE, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-08 00:00:00.000000,4765 N 32 ST,No Contest,Court,Closed,985583,0,No,No,Guilty,280,0,2013-05-09,2013-07-08,1
13036743,RESIDENTIAL FUND 231 LLC,"901 Apt. 150 CALLE AMANECER, SAN CLEMENTE, CA 92673",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-12-28 10:00:00.000000,2836 N 10 ST,No Contest,Court,Closed,NS09936231,429,No,No,Guilty,429,0,2013-05-23,2013-07-22,1
13036744,RESIDENTIAL FUND 231 LLC,"901 Apt. 150 CALLE AMANECER, SAN CLEMENTE, CA 92673",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-12-17 11:20:00.000000,2761 N 48 ST,No Contest,Court,Closed,NS09923071,429,No,No,Guilty,429,0,2013-05-23,2013-07-22,1
13036745,BC PROPERTY INVESTMENTS LLC,"135 Apt. 806 W WELLS ST, MILWAUKEE, WI 53203",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-11-14 10:15:00.000000,3256 N ACHILLES ST,No Contest,Court,Active,NS09866941,429,No,No,Guilty,429,429,2013-05-23,2013-07-22,1
13036746,BC PROPERTY INVESTMENTS LLC,"135 Apt. 806 W WELLS ST, MILWAUKEE, WI 53203",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2012-11-14 10:15:00.000000,3256 N ACHILLES ST,No Contest,Court,Active,NS09866861,429,No,No,Guilty,429,429,2013-05-23,2013-07-22,1
13036747,BAC HOME LOANS SERVICING LP,"1524 S 108TH ST, WEST ALLIS, WI 53214",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2013-01-22 11:20:00.000000,5722 N 84 ST,No Contest,Defense Attorney,Closed,NS09974281,429,No,No,Guilty,215,0,2013-05-23,2013-08-21,1
13037522,HAMPTON MOBIL INC,"4780 N 76 ST, Milwaukee, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-12 00:00:00.000000,4780 N 76 ST,No Contest,Defendant,Closed,985655,0,No,No,Guilty,200,0,2013-07-30,2013-10-28,2
13037523,G&I REAL ESTATE LLC,"4780 N 76 ST, Milwaukee, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-12 00:00:00.000000,4780 N 76 ST,No Contest,Defendant,Closed,985655,0,No,No,Dismissed without Prejudice,0,0,2013-07-30,2013-07-30,2
13037524,GM 9TH STREET LLC,"1609 N 50 ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-06 00:00:00.000000,2804 S 9 ST,No Contest,Graziella Marchese,Closed,984437,0,No,No,Guilty,230,0,2013-05-30,2013-08-28,2
13037526,SLOANE FURNITURE INC,"1425 N 12TH ST, MILWAUKEE, WI 53205",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-17 00:00:00.000000,1423 N 12 ST,No Contest,"jason dahl, RA",Closed,961625,0,No,No,Guilty,1200,0,2013-09-05,2013-12-04,2
13038181,ROOMS GALORE LLC,"1641 N VAN BUREN, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-15 00:00:00.000000,2217 S 18 ST,No Contest,Court,Active,986827,0,No,No,Guilty,1180,1180,2013-06-19,2013-08-19,2
13038187,ASSEMBLY OF PENTECOSTAL CHURCH OF JESUS,"2950 S 39 ST, Milwaukee, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2011-10-26 00:00:00.000000,2644 S PINE AVE,No Contest,Irene Torres,Closed,911429,0,No,No,Guilty,280,0,2013-08-15,2013-10-14,3
13038189,WWBP LLC,"4020 N WILSON DRV, MILWAUKEE, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-28 00:00:00.000000,2825 N BOOTH ST,No Contest,Court,Closed,970221,0,No,No,Guilty,680,0,2013-06-13,2014-02-17,2
13038199,HAMPTON INVESTMENT CO LLC,"10936 Apt. 301 N PORT WASHINGTON RD, MEQUON, WI 53092",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-06 00:00:00.000000,4807 N 76 ST,No Contest,Defense Attorney,Closed,984954,0,No,No,Guilty,230,0,2013-06-13,2013-09-11,2
13038200,SIGNATURE ONE INVESTMENTS LLC,"4601 N 50 ST, Milwaukee, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-30 00:00:00.000000,3743 N PORT WASHINGTON AVE,No Contest,Court,Closed,946704,0,No,No,Guilty,1680,0,2013-05-29,2013-07-29,A
13038201,5615 SM LLC,"2242 N 12 ST, Milwaukee, WI 53204",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-31 00:00:00.000000,4235 W SILVER SPRING DRV,No Contest,Court,Closed,983445,0,No,No,Guilty,780,0,2013-05-29,2013-07-29,A
13038211,R & S GROUP WISCONSIN LLC,"997 NULAND RD, DEERFIELD, WI 53531",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-22 00:00:00.000000,2407 N 39 ST,No Contest,Ryan Sterling,Closed,968639,0,No,No,Guilty,1430,0,2013-08-20,2013-10-21,1
13038212,FEDERAL NATIONAL MORTG ASSOC FNMA,"14221 DALLAS PKY, DALLAS, TX 75254",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-20 00:00:00.000000,2202 N 52 ST,No Contest,Court,Closed,967916,0,No,No,Guilty,4730,0,2013-05-23,2013-07-22,1
13038556,CALKEE CORPORATION,"3230 W JUNEAU AVE, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-04-30 00:00:00.000000,2122 N 24 PL,No Contest,Charles Martin,Closed,945582,0,No,No,Guilty,2080,0,2013-08-13,2013-12-26,2
13038557,SECURANT BANK AND TRUST,"6001 W CAPITOL DRV, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-15 00:00:00.000000,2316 N WEIL ST,No Contest,"gary schaefer, VP",Closed,936453,0,No,No,Guilty,585,0,2013-06-20,2013-09-18,3
13038558,MEI HOLDINGS INC,"230 Apt. 706 W WELLS ST, Milwaukee, WI 53203",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-27 00:00:00.000000,3334 N HOLTON ST,No Contest,Court,Active,969745,0,No,No,Guilty,480,480,2013-06-13,2013-08-12,2
13038559,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-28 00:00:00.000000,1328 S 8 ST,No Contest,Jose Yannez,Closed,976835,0,No,No,Guilty,930,0,2013-09-05,2014-01-21,3
13038865,WEATHERIZATION SERVICES LLC,"3252 N 81ST ST, MILWAUKEE, WI 53222",Traffic citation,"Statute 343.45(2), Permit Unauthorized Person to Drive",2013-03-23 17:45:00.000000,MITCHELL ST W / 15TH ST S,No Contest,Court,Closed,S2249015,114,No,No,Guilty,114,0,2013-05-13,2013-05-13,2
13038866,WEATHERIZATION SERVICES LLC,"3252 N 81ST ST, MILWAUKEE, WI 53222",Traffic citation,"Statute 341.15(1), Fail/Display Vehicle License Plates",2013-03-23 17:45:00.000000,MITCHELL ST W / 15TH ST S,No Contest,Court,Closed,S2249026,63.6,No,No,Guilty,63.6,0,2013-05-13,2013-05-13,2
13038969,WT 215 N WATER LLC,"2060 Apt. 250 N HUMBOLDT AVE, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-06 00:00:00.000000,215 N WATER ST,No Plea,,Closed,964941,0,No,No,Dismissed without Prejudice,0,0,2013-06-27,2013-06-27,3
13038970,WILLOWTREE DEVELOPMENT LLC,"2060 Apt. 250 N HUMBOLDT AVE, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-06 00:00:00.000000,215 N WATER ST,No Contest,Defendant,Closed,964941,0,No,No,Guilty,230,0,2013-06-27,2013-06-27,3
13038972,MOROCCO INVESTMENTS LLC,"2233 W CAPITOL DRV, MILWAUKEE, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-29 00:00:00.000000,5306 W CENTER ST,No Contest,Court,Closed,982802,0,No,No,Guilty,1430,0,2013-05-29,2013-07-29,2
13038979,DEUTSCHE BANK NATIONAL TRUST CO,"8040 Apt. 200 EXCELSIOR DRV, MADISON, WI 53717",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-03-20 00:00:00.000000,4408 N 62 ST,No Contest,Court,Closed,937131,0,No,No,Guilty,5000,0,2013-05-30,2013-07-29,2
13038984,HARBOUR PORTFOLIO VI LP,"4350 Apt. G ST ANDREWS RD, COLUMBIA, SC 29210",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-20 00:00:00.000000,2115 W SCOTT ST,No Contest,Court,Closed,968454,0,No,No,Guilty,1830,0,2013-06-05,2013-08-05,A
13038988,STAR PROPERTIES AND INVESTMENTS LLC,"N34W23861 Apt. B GRACE AVE, PEWAUKEE, WI 53072",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-02 00:00:00.000000,3313 W LLOYD ST,No Contest,Mark Schiller,Closed,945885,0,No,No,Guilty,1930,0,2013-11-14,2014-01-13,2
13038989,MILWAUKEE FORTRESS LLC,"100 E PLEASANT ST, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-22 00:00:00.000000,100 E PLEASANT ST,No Contest,Court,Closed,981751,0,No,No,Guilty,150,0,2013-06-13,2013-08-12,2
13039010,NORTH AVENUE COMMUNITY DEVELOPMENT CORPO,"3341 W NORTH AVE, Milwaukee, WI 53208",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2013-01-28 11:00:00.000000,3809 W NORTH AVE,No Contest,Court,Active,NS09994981,429,No,No,Guilty,429,429,2013-05-30,2013-07-29,2
13039015,TOP FLIGHT UNITS LLC,"3526 N 4 ST, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-05-04 00:00:00.000000,2144 N 40 ST,No Contest,JESSE ANDERSON,Closed,946549,0,No,No,Guilty,1500,0,2013-10-03,2013-12-02,2
13039480,SMALL TALK UNIVERSITY LLC,"1801 N 12 ST, Milwaukee, WI 53205",Municipal citation,"Ordinance 200-51.7-4-a, Registration Stmt Reqd - Vacant Building",2012-12-19 11:45:00.000000,6151 N 37 ST,No Contest,Court,Active,NS09941031,429,No,No,Guilty,429,429,2013-06-13,2013-08-12,2
13039481,SMALL TALK UNIVERSITY LLC,"1801 N 12 ST, Milwaukee, WI 53205",Municipal citation,"Ordinance 200-51.7-7, Fail to Provide Access for Inspection",2012-12-19 11:15:00.000000,6151 N 37 ST,No Contest,Court,Active,NS09940861,429,No,No,Guilty,429,429,2013-06-13,2013-08-12,2
13039483,WELLS FARGO BANK NA,"3476 Stateview BLV, Fort Mill, SC 29715--7203",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-08 00:00:00.000000,1819 S 19 ST,No Contest,Defense Attorney,Closed,965429,0,No,No,Guilty,280,0,2013-09-03,2013-12-02,1
13039484,WELLS FARGO BANK NA,"3476 Stateview BLV, Fort Mill, SC 29715--7203",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-12 00:00:00.000000,553 W BOLIVAR AVE,No Contest,Defense Attorney,Closed,985654,0,No,No,Guilty,360,0,2013-06-20,2013-09-18,1
13039486,DEUTSCHE BANK NA,"3815 SW TEMPLE, SALT LAKE CITY, UT 84115",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-02 00:00:00.000000,1008 S 28 ST,No Contest,Court,Active,964371,0,Yes,No,Guilty,10000,10000,2013-06-05,2013-08-05,A
13039490,ABJ REAL RESTATE DEVELOPMENT LLC,"2158 Apt. 101 ATWOOD AVE, MADISON, WI 53704",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-09-05 00:00:00.000000,2619 N 9 ST,No Plea,,Closed,970960,0,No,No,Dismissed without Prejudice,0,0,2013-05-09,2013-05-09,1
13039503,BROOK MANAGEMENT LLC,"1521 Apt. OFF W KILBOURN AVE, Milwaukee, WI 53233",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-29 00:00:00.000000,924 N 16 ST,No Contest,Court,Closed,991912,0,No,No,Guilty,380,0,2013-06-20,2013-08-19,1
13039505,ROOMS GALORE 3 LLC,"1641 N VAN BUREN, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-12-13 00:00:00.000000,4676 N 41 ST,No Contest,Court,Active,991411,0,No,No,Guilty,680,680,2013-06-20,2013-08-19,1
13040189,T & L DETAILS & SALES LLC,"2812 W CLYBOURN ST, Milwaukee, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-07-05 00:00:00.000000,3550 N 12 ST,No Contest,Court,Active,959322,0,No,No,Guilty,980,980,2013-06-19,2013-08-19,A
13040190,CHICKEN COOP CONSOLIDATED LLC,"1213 S 4 ST, Milwaukee, WI 53204",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-08-20 00:00:00.000000,934 S BARCLAY ST,No Contest,"francis smith, RA",Closed,968152,0,No,No,Guilty,230,0,2013-06-20,2013-08-19,1
13040191,ZAIRE NICHOLE PROPERTIES LLC,"827 N 34TH ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-02 00:00:00.000000,6627 W CAPITOL DRV,No Contest,Court,Active,984091,0,No,No,Guilty,1280,1280,2013-06-19,2013-08-19,A
13040193,M & A BUSINESSONE LLP,"4152 S 10 ST, Milwaukee, WI 53221",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-10-24 00:00:00.000000,4118 W CAPITOL DRV,No Contest,Court,Active,982462,0,No,No,Guilty,380,380,2013-06-20,2013-08-19,1
13040730,CARTER REAL ESTATE LLC,"4926 N 49 ST, Milwaukee, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2012-11-29 00:00:00.000000,2412 N 36 ST,No Contest,Court,Active,988597,0,No,No,Guilty,2080,231.12,2013-06-27,2013-08-26,3
