d_case_no,d_name,d_last_kno_addr,c_case_type,c_violation,c_violation_date,c_location,c_plea,c_plea_ent_by,c_status,c_so_no,c_deposit_amt,c_in_collection,c_installment_plan,j_finding,j_penalty,j_balance_due,j_date,j_due_on_date,j_branch
15015898,MIDWEST COMMERCIAL FUNDING LLC,"1521 WAUKESHA RD, CALEDONIA, WI 53108",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-23 00:00:00.000000,6616 N 56 ST,No Contest,Defense Attorney,Closed,11104721,0,No,No,Guilty,1430,0,2015-07-14,2015-10-12,2
15016170,SOUTH GLENN PLAZA LLC,"7177 Apt. 210 N PORT WASHINGTON RD, Milwaukee, WI 53217",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-07-29 00:00:00.000000,2477 N DOUSMAN ST,No Contest,Defense Attorney,Closed,11008861,0,No,No,Guilty,230,0,2015-05-20,2015-07-20,A
15016174,PHOENIX OF MILW II LLC,"S90 W18920 ACORN DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-04-08 00:00:00.000000,2723 N BOOTH ST,No Contest,Defense Attorney,Closed,10803441,0,No,No,Guilty,1530,0,2015-08-20,2015-11-18,2
15016175,PHOENIX OF MILWAUKEE III LLC,"4178 S 67 ST, GREENFIELD, WI 53220",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-05-28 00:00:00.000000,2222 N HUBBARD ST,No Contest,Defense Attorney,Active,10902471,0,Yes,No,Guilty,2730,2730,2015-08-20,2015-11-18,2
15016176,TEXAS CITY VENTURE LTD,"1360 Apt. 1600 POST OAK BLV, HOUSTON, TX 77056",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-06-06 00:00:00.000000,500 N WATER ST,No Plea,,Closed,10912551,0,No,No,Dismissed without Prejudice,0,0,2015-05-08,2015-05-08,2
15016177,TIMOTHY W HANSEN PROPERTIES LLC,"3250 N HOLTON ST, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-05-08 00:00:00.000000,2633 N 2 ST,No Contest,Court,Active,10864651,0,Yes,No,Guilty,3080,380,2015-05-14,2016-01-19,2
15016178,PHOENIX OF MILW IV LLC,"S90 W18920 ACORN DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-21 00:00:00.000000,3120 W MICHIGAN ST,No Contest,Defense Attorney,Closed,11155431,0,No,No,Guilty,430,0,2015-07-21,2015-10-19,3
15016665,ANGELIC PROPERTIES LLC,"2523 N MARYLAND AVE, Milwaukee, WI 53211",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-10-07 00:00:00.000000,2436 N FRATNEY ST,No Contest,Court,Closed,10509111,0,No,No,Guilty,230,0,2015-05-14,2015-07-13,2
15016666,F&P PROPERTIES LLC,"1701 W LINCOLN AVE, Milwaukee, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-07 00:00:00.000000,1531 S MUSKEGO ST,No Contest,Court,Closed,11185121,0,No,No,Guilty,580,0,2015-05-14,2015-07-13,2
15016667,BUYERS EDGE LLC,"3775 STRAWBERRY GLEN DRV, CEDARBURG, WI 53012",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-23 00:00:00.000000,5800 N 91 ST,No Contest,Court,Closed,11290741,0,No,No,Guilty,1280,0,2015-05-21,2015-07-20,3
15016668,BUTTERFLY PROMOTIONS AND INVESTMENTS LLC,"1921 W CENTER ST, MILWAUKEE, WI 53206",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-31 00:00:00.000000,2123 N 11 ST,No Contest,Court,Active,11176961,0,Yes,No,Guilty,2880,2880,2015-05-14,2015-07-13,2
15016669,WISCONSIN RESIDENTIAL INVESTMENTS LLC,"4369 N 26th ST, MILWAUKEE, WI 53209",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-05-16 00:00:00.000000,3139 N 15 ST,No Contest,Defendant,Closed,10880731,0,No,No,Guilty,2380,0,2015-07-14,2016-01-04,2
15016670,LA PICA #3 LLC,"2077 S 30TH ST, MILWAUKEE, WI 53215",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-08 00:00:00.000000,3427 W LINCOLN AVE,No Contest,Court,Active,11129291,0,No,No,Guilty,380,380,2015-05-14,2015-07-13,2
15016813,ACTION TOWING LLC,"5841 N 92ND ST, MILWAUKEE, WI 53225",Traffic citation,"Statute 347.13(1), No Tail Lamp/Defective Tail Lamp-Night",2015-03-13 20:13:00.000000,SHERMAN BLVD N / NORTH AVE W,Not Guilty,Mohammad AbdulSalaam,Closed,S5796755,86.2,No,No,Dismissed without Prejudice,0,0,2015-06-04,2015-06-04,2
15016814,ACTION TOWING LLC,"5841 N 92ND ST, MILWAUKEE, WI 53225",Traffic citation,"Statute 347.13(3), Operate Vehicle w/o Registration Lamps",2015-03-13 20:13:00.000000,SHERMAN BLVD N / NORTH AVE W,Not Guilty,Mohammad AbdulSalaam,Closed,S5796766,73.6,No,No,Dismissed without Prejudice,0,0,2015-06-04,2015-06-04,2
15016815,ACTION TOWING LLC,"5841 N 92ND ST, MILWAUKEE, WI 53225",Traffic citation,"Statute 343.44(1)(c), Driving While Out-Of-Service",2015-03-13 20:13:00.000000,SHERMAN BLVD N / NORTH AVE W,No Contest,Mohammad AbdulSalaam,Active,S5796770,3211,Yes,No,Guilty,1000,800,2015-06-04,2016-04-18,2
15017198,PRESCIENT PROPERTY GROUP LLC,"17680 W WISCONSIN AVE, BROOKFIELD, WI 53045",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-29 00:00:00.000000,8208 W CUSTER AVE,No Contest,RA,Closed,11168381,0,No,No,Guilty,680,0,2015-07-23,2015-12-14,3
15017199,D & J SINGH LLC,"2200 E HICKORY DRV, OAK CREEK, WI 53154",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-05 00:00:00.000000,3709 W VILLARD AVE,Not Guilty,RA,Closed,11232971,0,No,No,Dismissed without Prejudice,0,0,2015-06-30,2015-06-30,3
15017200,QUALITY REAL ESTATE SERVICES LLC,"PO BOX 1294, Milwaukee, WI 53201",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-05-22 00:00:00.000000,2508 W CONCORDIA AVE,No Contest,Court,Closed,10228651,0,No,No,Guilty,1080,0,2015-05-20,2015-07-20,A
15017201,S PRICE REAL ESTATE HOLDINGS LLC,"4801 W NORTH AVE, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-08-14 00:00:00.000000,2212 N 48 ST,No Contest,RA,Closed,11044851,0,No,No,Guilty,900,0,2015-08-20,2015-08-21,1
15017202,S PRICE REAL ESTATE HOLDINGS LLC,"4801 W NORTH AVE, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-08-14 00:00:00.000000,2208 N 48 ST,No Contest,RA,Closed,11046381,0,No,No,Guilty,1350,0,2015-08-20,2015-08-21,1
15017203,LOMAC PROPERTIES CORP FICT NAME J & M,"8687 N 107 ST, MILWAUKEE, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-01-22 00:00:00.000000,1305 S 37 ST,No Contest,Defense Attorney,Closed,10671321,0,No,No,Guilty,2000,0,2015-07-21,2015-10-19,3
15017204,DTD LLC,"10781 WEST TWAIN AVE, LAS VEGAS, NV 89135",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-04 00:00:00.000000,2482 W HADLEY ST,No Contest,Defense Attorney,Closed,11174851,0,No,No,Guilty,680,0,2015-08-25,2015-11-23,2
15018072,LIBERTY IRON AND METALS INC,"4752 S 43 ST, GREENFIELD, WI 53220",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-03-16 11:50:00.000000,34TH ST S / MITCHELL ST W,No Contest,Court,Closed,S5478572,161.8,No,No,Guilty,161.8,0,2015-05-01,2015-06-30,2
15018073,LIBERTY IRON AND METALS INC,"4752 S 43 ST, GREENFIELD, WI 53220",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-03-16 11:50:00.000000,34TH ST S / MITCHELL ST W,No Contest,Court,Closed,S5478583,161.8,No,No,Guilty,161.8,0,2015-05-01,2015-06-30,2
15018074,LIBERTY IRON AND METALS INC,"4752 S 43 ST, GREENFIELD, WI 53220",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-03-16 11:50:00.000000,34TH ST S / MITCHELL ST W,No Contest,Court,Closed,S5478594,161.8,No,No,Guilty,161.8,0,2015-05-01,2015-06-30,2
15018125,HIGHCLASS LIMOUSINE,"9215 W OKLAHOMA AVE, MILWAUKEE, WI 53227",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-03-13 21:00:00.000000,MILWAUKEE ST N / KILBOURN AVE E,No Plea,,Closed,S2447255,124,No,No,Dismissed without Prejudice,0,0,2015-05-06,2015-05-06,3
15018223,FRESH AND SAFE INC,"2224 W KILBOURN, MILWAUKEE, WI 53233",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-03-11 11:10:00.000000,NORTH AVE W / 36TH ST N,No Contest,Landa Carson,Closed,I1017203,161.8,No,No,Guilty,100,0,2015-04-24,2015-07-23,1
15018224,FRESH AND SAFE INC,"2224 W KILBOURN, MILWAUKEE, WI 53233",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-03-11 11:10:00.000000,NORTH AVE W / 36TH ST N,No Contest,Landa Carson,Closed,I1017214,161.8,No,No,Guilty,100,0,2015-04-24,2015-07-23,1
15018401,ALLEGIANCE HOME HEALTH CARE LLC,"1004 N 37 ST, Milwaukee, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-01 00:00:00.000000,7632 W LISBON AVE,No Contest,Court,Closed,11175651,0,No,No,Guilty,230,0,2015-05-21,2015-07-20,3
15018402,LIR PROPERTIES LLC,"5231 WOOD LILLY LN, WATERFORD, WI 53185",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-17 00:00:00.000000,1236 S 15 PL,No Contest,Bradley Rozanski,Active,11149181,0,Yes,No,Guilty,3300,700,2015-08-20,2016-06-27,3
15018403,NILE PROPERTIES LLC,"4055 N 71 ST, MILWAUKEE, WI 53216",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-07-25 00:00:00.000000,4522 W EGGERT PL,No Contest,Salverio Ocoko,Active,11000271,0,No,No,Guilty,4480,4480,2015-08-20,2015-11-18,3
15018404,NATIONAL21 LLC,"2314 S 133RD ST, NEW BERLIN, WI 53151",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2013-12-27 00:00:00.000000,2127 W NATIONAL AVE,No Contest,Defense Attorney,Closed,10631091,0,No,No,Guilty,380,0,2016-02-16,2016-05-16,3
15018563,MILWAUKEES BEST INVESTMENTS LLC,"2936 N 1 ST, Milwaukee, WI 53212",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-02-27 13:00:00.000000,2426 N 27 ST,No Contest,Court,Active,DNS011373911,160,No,No,Guilty,160,160,2015-05-21,2015-07-20,3
15018578,HAGENS RESTAURANT GROUP LLC,"2200 S 90 ST, WEST ALLIS, WI 53227",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-03-11 12:00:00.000000,4191 N GREEN BAY AVE,No Contest,Court,Active,DNS011364981,160,No,No,Guilty,160,160,2015-05-14,2015-07-13,2
15018579,ARMS INVESTMENTS LLC,"1630 N 27TH ST, MILWAUKEE, WI 53208",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-03-11 11:00:00.000000,3611 N TEUTONIA AVE,No Contest,Court,Closed,DNS011364371,160,No,No,Guilty,160,0,2015-05-14,2015-07-13,2
15019092,STAR FURNITURE,"5510 W NORTH AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute TR305.30(2), Vehicle Tires w/Less Than 2/3 Inch Tread",2015-03-25 11:45:00.000000,43RD ST S / CLEVELAND AVE W,Not Guilty,Defendant,Closed,R8697533,98.8,No,No,Dismissed without Prejudice,20,0,2015-07-08,2015-07-08,1
15019109,Y M AHMAD AGENCY INC,"5030 S 58TH ST, GREENFIELD, WI 53220",Parking,"Ordinance 101-34-1, Contested Parking Citation(s)",2014-10-03 19:04:00.000000,,No Contest,Yasser Ahmad,Closed,,0,No,No,Guilty,22,0,2015-06-02,2015-06-02,3
15019344,STRESS FREE PROPERTY MANAGEMENT LLC,"5111 N 61 ST, Milwaukee, WI 53218",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-25 00:00:00.000000,3328 W VILLARD AVE,No Contest,Court,Closed,11211061,0,No,No,Guilty,680,0,2015-05-20,2015-07-20,A
15019345,VILLARD AVENUE INVESTMENTS LLC,"111 Apt. 1500 E WISCONSIN AVE, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-25 00:00:00.000000,3328 W VILLARD AVE,No Contest,Defendant,Active,11211061,0,No,No,Guilty,480,480,2015-07-21,2015-10-19,3
15019349,MILWAUKEE LIVING LLC,"2218 N 44TH ST, MILWAUKEE, WI 53208",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-03 00:00:00.000000,2866 N 24 PL,No Contest,Court,Active,11222151,0,Yes,No,Guilty,4180,4180,2015-05-20,2015-07-20,A
15019365,ALL CITY TOWING,"1213 W MALLORY AVE, MILWAUKEE, WI 53221",Traffic citation,"Statute TR327.03(1), Fed Reg/Safety - General",2015-03-26 17:00:00.000000,13TH ST S / MALLORY AVE W,No Contest,Jeffrey Piller,Closed,B0029702,124,No,No,Guilty,75,0,2015-05-18,2015-08-17,2
15019366,ALL CITY TOWING,"1213 W MALLORY AVE, MILWAUKEE, WI 53221",Traffic citation,"Statute 347.14(1), Operate Vehicle w/o Stopping Lights",2015-03-26 17:00:00.000000,13TH ST S / MALLORY AVE W,Not Guilty,Defendant,Closed,B0029713,86.2,No,No,Dismissed without Prejudice,0,0,2015-05-18,2015-05-18,2
15019542,NU 2 U APPLIANCES,"1957 W HAMPTON AVE, MILWAUKEE, WI 53209",Traffic citation,"Statute 344.62(1), Operate Motor Vehicle without Insurance",2015-03-31 22:10:00.000000,HOPKINS ST N / HAMPTON AVE W,No Contest,Court,Active,S5796965,124,No,No,Guilty,124,124,2015-05-11,2015-07-10,2
15019543,NU 2 U APPLIANCES,"1957 W HAMPTON AVE, MILWAUKEE, WI 53209",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-03-31 22:10:00.000000,HOPKINS ST N / HAMPTON AVE W,No Contest,Court,Active,S5796980,98.8,No,No,Guilty,98.8,98.8,2015-05-11,2015-07-10,2
15019968,PHILLIPS BELL LLC,"6300 N PORT WASHINGTON RD, Milwaukee, WI 53217",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-04-07 10:30:00.000000,5660 N TEUTONIA AVE,No Contest,Court,Active,DNS011415961,160,No,No,Guilty,160,160,2015-05-28,2015-07-27,2
15019969,KCAL INC,"8110 S WHITE OAK DRV, OAK CREEK, WI 53154",Municipal citation,"Ordinance 295-403-3-b, Paved or Approved Surface Required",2015-03-26 07:20:00.000000,1834 W WALNUT ST,No Contest,Defense Attorney,Closed,DNS011401071,259,No,No,Guilty,259,0,2015-07-02,2015-09-30,3
15019970,KCAL INC,"8110 S WHITE OAK DRV, OAK CREEK, WI 53154",Municipal citation,"Ordinance 295-403-3-b, Paved or Approved Surface Required",2015-03-26 07:20:00.000000,1834 W WALNUT ST,No Contest,Defense Attorney,Closed,DNS011400941,259,No,No,Guilty,259,0,2015-07-02,2015-09-30,3
15019971,KCAL INC,"8110 S WHITE OAK DRV, OAK CREEK, WI 53154",Municipal citation,"Ordinance 295-403-3-b, Paved or Approved Surface Required",2015-03-26 07:20:00.000000,1834 W WALNUT ST,No Contest,Defense Attorney,Closed,DNS011400991,259,No,No,Guilty,259,0,2015-07-02,2015-09-30,3
15019972,KCAL INC,"8110 S WHITE OAK DRV, OAK CREEK, WI 53154",Municipal citation,"Ordinance 295-403-3-b, Paved or Approved Surface Required",2015-03-26 07:20:00.000000,1834 W WALNUT ST,No Contest,Defense Attorney,Closed,DNS011401041,259,No,No,Guilty,259,0,2015-07-02,2015-09-30,3
15019978,BROADNAX REALTY #2 LLC,"8131 W CAPITOL DRV, Milwaukee, WI 53222",Municipal citation,"Ordinance 214-27-4, Smoke Detectors Not Operative",2015-04-09 13:45:00.000000,928 W MEINECKE AVE,No Contest,Court,Active,DNS011420021,160,No,No,Guilty,160,160,2015-05-28,2015-07-27,2
15019979,BROADNAX REALTY #2 LLC,"8131 W CAPITOL DRV, Milwaukee, WI 53222",Municipal citation,"Ordinance 214-3, Adoption of Model Fire Code",2015-04-09 13:45:00.000000,928 W MEINECKE AVE,No Contest,Court,Active,DNS011419841,573,Yes,No,Guilty,573,573,2015-07-28,2015-09-28,2
15020330,VAN HORN PROPERTIES OF MILWAUKEE LLC,"3000 EASTERN AVE, PLYMOUTH, WI 53073",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-03 00:00:00.000000,7550 N 76 ST,No Contest,Defense Attorney,Closed,11305701,0,No,No,Guilty,330,0,2015-08-20,2015-10-19,3
15020331,JNF PROPERTIES LLC,"9917 W LISBON AVE, Milwaukee, WI 53222",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-07 00:00:00.000000,4819 W CENTER ST,No Contest,Court,Closed,11265941,0,No,No,Guilty,480,0,2015-05-21,2015-08-19,3
15020335,TIMOTHY W HANSEN PROPERTIES LLC,"3250 N HOLTON ST, Milwaukee, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-05-07 00:00:00.000000,2830 N HOLTON ST,No Contest,"timothy hansen, RA",Active,10864941,0,No,No,Guilty,280,280,2015-08-20,2015-11-18,3
15020338,CEDAR CREEK FAMILY COUNSELING INC,"9910 Apt. 2 W LAYTON AVE, GREENFIELD, WI 53228",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-09 00:00:00.000000,3037 S 41 ST,No Contest,Defense Attorney,Closed,11361851,0,No,No,Guilty,380,0,2015-10-22,2016-01-20,3
15020339,MADISON ENERGY LLC,"7818 Apt. 203 BIG SKY DRV, MADISON, WI 53719",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-11-25 00:00:00.000000,4751 N 35 ST,No Contest,Court,Active,11211481,0,Yes,No,Guilty,1550,1550,2015-05-20,2015-07-20,A
15020343,ZENA MANAGEMENT INC,"868 Apt. 1A N STATE ST, LOCKPORT, IL 60441",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-22 00:00:00.000000,2459 S 43 ST,No Contest,RA,Closed,11287281,0,No,No,Guilty,380,0,2015-08-11,2015-10-12,3
15020344,ZENA MANAGEMENT INC,"868 Apt. 1A N STATE ST, LOCKPORT, IL 60441",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-29 00:00:00.000000,2459 S 43 ST,No Contest,RA,Closed,11300251,0,No,No,Guilty,380,0,2015-08-11,2015-10-12,3
15020345,BRAWNER & MILLS LLC,"929 Apt. 1801 N ASTOR ST, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-02-06 00:00:00.000000,4118 N 91 ST,No Contest,Court,Closed,11316971,0,No,No,Guilty,380,0,2015-05-20,2015-07-20,A
15020346,CITY TRANSFORMATION LIMITED,"1442 Apt. 300 N FARWELL AVE, Milwaukee, WI 53202",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-10-15 00:00:00.000000,1959 N 22 ST,No Contest,Court,Active,11147371,0,Yes,No,Guilty,3280,3280,2015-05-20,2015-07-20,A
15020499,REINHART TRANSPORTATION LLC,"6720 N 9TH ST, OMAHA, NE 68112",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-04-01 09:15:00.000000,43RD ST S / MANITOBA ST W,No Contest,Court,Closed,R8697544,161.8,No,No,Guilty,161.8,0,2015-05-14,2015-07-13,2
15020526,REX PROPERTIES LLC,"445 W OKLAHOMA AVE, MILWAUKEE, WI 53207",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2015-03-12 07:40:00.000000,445 W OKLAHOMA AVE,No Contest,Angela Peardon,Closed,61512986,557.96,No,No,Guilty,250,0,2015-06-01,2015-08-31,2
15020527,US CELLULAR,"8111 W BROWN DEER RD, MILWAUKEE, WI 53223",Municipal citation,"Ordinance 105-75-15-a, Excessive False Alarms",2014-11-26 08:52:00.000000,8111 W BROWN DEER RD,No Contest,Court,Closed,61512990,272.24,No,No,Guilty,272.24,0,2015-05-15,2015-07-14,2
15020633,H FROEBEL AND SON INC,"5686 N TEUTONIA AVE, MILWAUKEE, WI 53209",Traffic citation,"Statute 341.04(2), Improper Registration of Vehicle",2015-03-31 12:29:00.000000,GALENA ST W / 15TH ST N,No Contest,Court,Closed,S5478701,187,No,No,Guilty,187,0,2015-05-15,2015-07-14,2
15020657,ADVANCED RESTORATION ALPHONSE DIMMER,"4231 CTY HWY KK, PORT WASHINGTON, WI 53074",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-04-01 09:56:00.000000,NORTH AVE W / 28TH ST N,No Contest,Court,Closed,S5478712,161.8,No,No,Guilty,161.8,0,2015-05-15,2015-07-14,2
15020662,SELECT RECOVERY AGENTS,"4810 S 13TH ST, MILWAUKEE, WI 53143",Traffic citation,"Statute TR327.03(5), Interstate/Intrastate Driving Rqmts",2015-04-01 13:08:00.000000,FOND DU LAC AVE W / 32ND ST N,No Contest,Court,Active,S5478723,161.8,No,No,Guilty,161.8,161.8,2015-05-15,2015-07-14,2
15020724,SPEEDWAY LLC,"9091 N 76TH STR, MILWAUKEE, WI 53223",Municipal citation,"Ordinance 106-30-2-a, Sale of Cigarettes to Minor/Underage",2014-10-04 11:37:00.000000,907 W GREENFIELD AV,No Contest,Court,Closed,48970711102,260,No,No,Guilty,260,0,2015-05-08,2015-07-07,1
15020923,STAR FURNITURE,"5510 W NORTH AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-04-08 20:31:00.000000,SHERMAN BLVD N / NORTH AVE W,No Contest,Defendant,Active,S5797072,98.8,No,No,Guilty,118.8,98.8,2015-07-08,2015-09-08,1
15020924,STAR FURNITURE,"5510 W NORTH AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute 344.62(1), Operate Motor Vehicle without Insurance",2015-04-08 20:31:00.000000,SHERMAN BLVD N / NORTH AVE W,Not Guilty,Defendant,Closed,S5797083,124,No,No,Dismissed without Prejudice,20,0,2015-07-08,2015-07-08,1
15020925,STAR FURNITURE,"5510 W NORTH AVE, MILWAUKEE, WI 53210",Traffic citation,"Statute TR327.03(4), Violation of Out of Service Notice",2015-04-08 20:31:00.000000,SHERMAN BLVD N / NORTH AVE W,No Contest,Defendant,Active,S5797094,98.8,No,No,Guilty,118.8,98.8,2015-07-08,2015-09-08,1
15020958,ALLAROUND LLC,"7429 W BURLEIGH ST, MILWAUKEE, WI 53210",Traffic citation,"Statute 341.04(1), Non-Registration of Vehicle",2015-04-03 19:07:00.000000,FOND DU LAC AVE W / 2400 BLOCK W/B,No Contest,Court,Active,S5797013,98.8,No,No,Guilty,98.8,98.8,2015-05-18,2015-07-17,1
15020959,ALLAROUND LLC,"7429 W BURLEIGH ST, MILWAUKEE, WI 53210",Traffic citation,"Statute 344.62(1), Operate Motor Vehicle without Insurance",2015-04-03 19:07:00.000000,FOND DU LAC AVE W / 2400 BLOCK W/B,No Contest,Court,Active,S5797024,124,No,No,Guilty,124,124,2015-05-18,2015-07-17,1
15021016,CEDAR CREEK FAMILY COUNSELING INC,"9910 Apt. 2 W LAYTON AVE, GREENFIELD, WI 53228",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-09 00:00:00.000000,3900 W OKLAHOMA AVE,No Contest,Defense Attorney,Active,11361731,0,Yes,No,Guilty,880,880,2015-10-06,2016-01-04,2
15021017,CEDAR HOUSE LLC,"9910 Apt. 2 W LAYTON AVE, GREENFIELD, WI 53228",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-03-09 00:00:00.000000,3900 W OKLAHOMA AVE,No Contest,Defense Attorney,Active,11361731,0,No,No,Guilty,280,280,2015-10-06,2016-01-04,2
15021018,HOME PATH FINANCIAL LIMITED PARTNERSHIP,"5116 N 126 ST, BUTLER, WI 53007",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-12-09 00:00:00.000000,3459 S 15 PL,No Contest,Jeff Kleiner,Closed,11231001,0,No,No,Guilty,330,0,2015-08-06,2015-10-05,2
15021019,THE REV LVNG TRST OF JODI S RAY JACOBER,"N103 W1492 WINDSONG CIR E, GERMANTOWN, WI 53022",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-07-17 00:00:00.000000,6125 W CAPITOL DRV,No Contest,Jodi S. Jacober,Closed,10984311,0,No,No,Guilty,630,0,2015-08-06,2015-11-04,2
15021020,3474 78 N 2ND ST LLC,"S83W19518 APOLLO DRV, MUSKEGO, WI 53150",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-27 00:00:00.000000,3474 N 2 ST,No Contest,Defense Attorney,Closed,11298752,0,No,No,Guilty,280,0,2015-05-21,2015-07-20,3
15021250,SAMOH T LLC,"6263 Apt. 100 N TEUTONIA AVE, MILWAUKEE, WI 53209",Municipal citation,"Ordinance 214-7-2-b-1, Annual Fire Inspection Required",2015-03-19 10:00:00.000000,6263 N TEUTONIA AVE,No Contest,Court,Active,DNS011380661,160,No,No,Guilty,160,160,2015-05-28,2015-07-27,2
15021559,A&M REAL ESTATE MANAGEMENT LLC,"419 S 70 ST, MILWAUKEE, WI 53214",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-07 00:00:00.000000,5110 N 39 ST,No Contest,Mario Militello,Active,11268031,0,No,No,Guilty,2200,2200,2015-08-06,2015-10-05,2
15021565,DAYDREAM PROPERTIES LLC,"515 S 1ST ST, MILWAUKEE, WI 53204",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-16 00:00:00.000000,1642 N 28 ST,No Contest,Defense Attorney,Closed,11097631,0,No,No,Guilty,880,0,2015-08-06,2015-11-04,2
15021567,RIVERWORKS DEVELOPMENT CORPORATION,"526 E CONCORDIA AVE, MILWAUKEE, WI 53212",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-09-09 00:00:00.000000,3334 N HOLTON ST,No Contest,Darryl Johnson,Closed,11077481,0,No,No,Guilty,380,0,2015-09-03,2015-12-02,2
15021572,RUTHABAGA LLC,"11410 W BROWN DEER RD, Milwaukee, WI 53224",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2015-01-21 00:00:00.000000,11410 W BROWN DEER RD,No Contest,Court,Closed,11282921,0,No,No,Guilty,380,0,2015-05-28,2015-07-27,2
15021573,WATERSTONE BANK SSB,"11200 W PLANK CRT, WAUWATOSA, WI 53226",Summons & Complaint,"Ordinance 200 through 295, Building Code Violations",2014-07-07 00:00:00.000000,3231 W BURLEIGH ST,No Contest,Court,Closed,10960221,0,No,No,Guilty,980,0,2015-08-06,2015-10-05,2
